pl_name,discoverymethod,disc_year,pl_orbper,pl_orbsmax,pl_bmassj,st_teff,st_rad,st_mass,sy_dist
HD 89307 b,Radial Velocity,2009,2166,3.27,2.11,5955,1.1,1.27,32.0104
HD 89345 b,Transit,2018,11.8143,0.1066,0.11,5576,1.75,1.16,132.345
HD 89744 b,Radial Velocity,1999,256.78,0.917,8.35,6291,2.13,1.86,38.6364
HD 90156 b,Radial Velocity,2009,49.77,0.25,0.057,5599,0.92,0.84,21.9496
HD 9174 b,Radial Velocity,2016,1179,2.2,1.11,5577,1.67,1.03,81.4893
HD 92788 b,Radial Velocity,2000,325.803,0.97,3.76,5744,1.14,1.15,34.6538
HD 92788 c,Radial Velocity,2019,11611.2975,10.5,3.67,5744,1.14,1.15,34.6538
HD 92987 b,Radial Velocity,2019,10354.8375,9.62,16.88,5770,1.58,1.08,43.5339
HD 93083 b,Radial Velocity,2005,143.58,0.477,0.37,4995,0.85,0.7,28.5159
HD 93385 b,Radial Velocity,2021,7.3426,0.0756,0.01321,5977,1.18,1.04,43.3475
HD 93385 c,Radial Velocity,2021,13.18,0.112,0.02234,5977,1.18,1.04,43.3475
HD 93385 d,Radial Velocity,2021,45.85,0.2565,0.02737,5977,1.18,1.04,43.3475
HD 9446 b,Radial Velocity,2009,30.052,0.189,0.7,5793,1,1,50.3503
HD 9446 c,Radial Velocity,2009,192.9,0.654,1.82,5793,1,1,50.3503
HD 94834 b,Radial Velocity,2018,1576,2.74,1.26,4798,4.2,1.11,98.1609
HD 95086 b,Imaging,2013,,55.7,5,7595,1.49,1.6,86.2279
HD 95089 b,Radial Velocity,2009,464.4,1.36,1.26,4918,5.08,1.54,136.957
HD 95089 c,Radial Velocity,2018,1785,3.33,3.45,4918,5.08,1.54,136.957
HD 95127 b,Radial Velocity,2015,482,1.28,10.63,4218,41.01,3.7,676.579
HD 95338 b,Radial Velocity,2020,55.087,0.262,0.13353,5212,0.87,0.83,36.9941
HD 95544 b,Radial Velocity,2021,2172,3.386,6.84,5722,1.09,1.09,87.8049
HD 95735 c,Radial Velocity,2021,3190,3.1,0.0568,3719.95,0.37,0.39,5.675773
HD 95872 b,Radial Velocity,2015,4375,5.15,3.74,5312,0.84,0.7,72.2195
HD 96063 b,Radial Velocity,2011,362.5,1.11,1.27,5020,4.75,1.37,140.065
HD 96127 b,Radial Velocity,2011,647.29999,1.42,20.96,3943,51.1,10.94,587.659
HD 96167 b,Radial Velocity,2009,498.04,1.332,0.717,5733,1.94,1.27,85.3006
HD 96700 b,Radial Velocity,2021,8.1245,0.0777,0.028,5845,1.16,0.89,25.4111
HD 96700 c,Radial Velocity,2021,19.88,0.141,0.01101,5845,1.16,0.89,25.4111
HD 96700 d,Radial Velocity,2021,103.5,0.424,0.03996,5845,1.16,0.89,25.4111
HD 96992 b,Radial Velocity,2021,514,1.24,1.14,4725,7.43,0.96,396.082
HD 97048 b,Disk Kinematics,2019,,130,2.5,10000,2.25,2.4,183.857
HD 97658 b,Radial Velocity,2010,9.4897116,0.0805,0.02611,5212,0.73,0.85,21.5618
HD 98219 b,Radial Velocity,2011,433.8,1.26,1.964,4925,4.6,1.41,113.704
HD 98649 b,Radial Velocity,2012,6022.9725,6.57,6.79,5790,1.01,1.03,42.1727
HD 98736 b,Radial Velocity,2018,968.8,1.864,2.33,5271,0.93,0.92,32.4459
HD 99109 b,Radial Velocity,2005,439.29999,1.11,0.44,5282,0.98,0.76,54.7901
HD 99283 b,Radial Velocity,2021,310.4,1.08,0.97,4886,11.21,1.76,111.093
HD 99492 b,Radial Velocity,2004,17.0431,0.12,0.07,4815,0.83,0.48,18.2038
HD 99706 b,Radial Velocity,2011,841,1.98,1.23,4862,5.52,1.46,146.6
HD 99706 c,Radial Velocity,2018,1278,,5.69,4862,5.4,1.72,146.6
HIP 105854 b,Radial Velocity,2014,184.2,0.81,8.2,4780,10.31,2.1,78.6381
HIP 107772 b,Radial Velocity,2020,55.199,0.243,0.04059,4006,0.51,0.63,23.6434
HIP 107773 b,Radial Velocity,2015,144.3,0.72,1.98,4945,11.6,2.42,105.18
HIP 109384 b,Radial Velocity,2016,499.48,1.134,1.56,5180,0.83,0.78,58.9582
HIP 109600 b,Radial Velocity,2016,232.08,0.706,2.68,5530,0.97,0.87,66.3361
HIP 114933 b,Radial Velocity,2021,1481.6,2.84,1.94,4823,5.27,1.39,101.766
HIP 116454 b,Transit,2014,9.1205,0.0906,0.04,5089,0.72,0.81,62.4491
HIP 12961 b,Radial Velocity,2010,57.435,0.25,0.36,3901,0.65,0.69,23.371
HIP 14810 b,Radial Velocity,2005,6.673892,0.0696,3.9,5544,1.07,1.01,50.48
HIP 14810 c,Radial Velocity,2006,147.747,0.549,1.31,5544,1.07,1.01,50.48
HIP 14810 d,Radial Velocity,2009,981.8,1.94,0.59,5544,1.07,1.01,50.48
HIP 34222 b,Radial Velocity,2021,159.986,0.492,0.83,4050,0.62,0.62,22.8386
HIP 35173 b,Radial Velocity,2019,41.516,0.217,0.03996,4881,0.77,0.79,33.1562
HIP 38594 b,Radial Velocity,2020,60.722,0.256,0.02549,4086.3,0.63,0.61,17.7886
HIP 38594 c,Radial Velocity,2020,3477.768,3.805,0.15228,4086.3,0.63,0.61,17.7886
HIP 41378 b,Transit,2016,15.572098,,0.0275,6226,1.34,1.17,106.289
HIP 41378 c,Transit,2016,31.70648,,0.0223,6226,1.34,1.17,106.289
HIP 41378 d,Transit,2016,1114,,0.0467,6226,1.34,1.17,106.289
HIP 41378 e,Transit,2016,131,,0.0819,6226,1.34,1.17,106.289
HIP 41378 f,Transit,2016,1084,,0.233,6226,1.34,1.17,106.289
HIP 4845 b,Radial Velocity,2020,34.15,0.176,0.04531,4010,0.6,0.62,21.0974
HIP 48714 b,Radial Velocity,2020,17.818,0.112,0.07205,4015.5,0.6,0.58,10.5298
HIP 5158 b,Radial Velocity,2009,345.72,0.89,1.42,4962,0.75,0.78,51.6026
HIP 5158 c,Radial Velocity,2011,9017.76,7.7,15.04,4813,0.75,0.78,51.6026
HIP 54373 b,Radial Velocity,2019,7.76,0.063,0.02712,4021,0.56,0.57,18.7168
HIP 54373 c,Radial Velocity,2019,15.144,0.099,0.03914,4021,0.56,0.57,18.7168
HIP 56640 b,Radial Velocity,2021,2574.9,3.73,3.67,4769,4.93,1.04,122.324
HIP 57274 b,Radial Velocity,2011,8.1352,0.07,0.02,4510,0.78,0.29,25.8618
HIP 57274 c,Radial Velocity,2011,32.03,0.178,0.40902,4640,0.68,0.73,25.8618
HIP 57274 d,Radial Velocity,2011,431.7,1.01,0.5267,4640,0.68,0.73,25.8618
HIP 5763 b,Radial Velocity,2021,30.014,0.17,0.51,4352,0.75,0.72,31.9043
HIP 63242 b,Radial Velocity,2013,124.6,0.565,9.18,4830,10.28,1.54,156.456
HIP 65 A b,Transit,2020,0.9809734,0.01782,3.213,4590,0.72,0.78,61.7856
HIP 65407 b,Radial Velocity,2016,28.125,0.177,0.428,5460,0.95,0.93,61.7804
HIP 65407 c,Radial Velocity,2016,67.3,0.316,0.784,5460,0.95,0.93,61.7804
HIP 65426 b,Imaging,2017,,92,9,8840,1.77,1.96,108.875
HIP 65891 b,Radial Velocity,2015,1084.5,2.81,6,5000,8.93,2.5,150.292
HIP 67522 b,Transit,2020,6.959503,,0.228,5675,1.38,1.22,127.28
HIP 67537 b,Radial Velocity,2017,2556.5,4.91,11.1,4985,8.69,2.41,116.046
HIP 67851 b,Radial Velocity,2015,88.9,0.46,1.38,4890,5.92,1.63,64.1181
HIP 67851 c,Radial Velocity,2015,2131.8,3.82,6.3,4890,5.92,1.63,64.1181
HIP 70849 b,Radial Velocity,2009,17337.5,20.25,9,4105,0.63,0.63,24.0572
HIP 71135 b,Radial Velocity,2019,87.19,0.335,0.05915,4146,0.68,0.66,32.3311
HIP 74890 b,Radial Velocity,2016,822.3,2.1,2.4,4850,5.77,1.74,78.6562
HIP 75056 A b,Imaging,2021,47000,30,25,8610,1.65,1.92,125.212
HIP 75092 b,Radial Velocity,2021,926.4,2.02,1.79,4891,4.53,1.28,81.6696
HIP 78530 b,Imaging,2010,,740,23,10500,2.11,2.5,136.759
HIP 79098 AB b,Imaging,2019,,345,20.5,9193.75,,3.75,145.798
HIP 79431 b,Radial Velocity,2009,111.7,0.36,2.1,3191,0.48,0.49,14.5324
HIP 8541 b,Radial Velocity,2016,1560.2,2.8,5.5,4670,7.83,1.17,155.121
HIP 86221 b,Radial Velocity,2021,2.224,0.031,0.71,,,0.79,29.4898
HIP 90988 b,Radial Velocity,2021,453.9,1.26,1.96,4883,3.94,1.3,94.0349
HIP 91258 b,Radial Velocity,2013,5.0505,0.06,1.09,5519,0.89,0.97,45.8846
HIP 97166 b,Transit,2021,10.28891,0.089,0.06293,5198,0.84,0.9,65.9501
HIP 97166 c,Radial Velocity,2021,16.84,0.124,0.03115,5198,0.84,0.9,65.9501
HIP 97233 b,Radial Velocity,2014,1058.8,2.55,20,5020,5.34,1.93,102.275
HN Peg b,Imaging,2006,,773,21.9987,6186,1.01,1.08,18.1186
HR 2562 b,Imaging,2016,,20.3,30,6785,1.47,1.3,34.0071
HR 5183 b,Radial Velocity,2019,27000,18,3.23,5794,1.53,1.07,31.4607
HR 810 b,Radial Velocity,1999,302.79999,0.92,2.27,6167,1.13,1.34,17.3181
HR 858 b,Transit,2019,3.58599,0.048,0.0157,6201,1.31,1.15,31.964
HR 858 c,Transit,2019,5.97293,0.0674,0.0139,6201,1.31,1.15,31.964
HR 858 d,Transit,2019,11.23,0.1027,0.0168,6201,1.31,1.15,31.964
HR 8799 b,Imaging,2008,170000,68,7,7204.58,1.49,1.5,41.2441
HR 8799 c,Imaging,2008,69000,38,10,7204.58,1.49,1.5,41.2441
HR 8799 d,Imaging,2008,37000,24,10,7204.58,1.49,1.5,41.2441
HR 8799 e,Imaging,2010,20815.6,16.4,10,7400,1.49,1.51,41.2441
HU Aqr AB b,Eclipse Timing Variations,2011,2390,3.6,5.9,5952,,0.88,192.1980787
HU Aqr AB c,Eclipse Timing Variations,2011,4368,5.4,4.5,5952,,0.88,192.1980787
HW Vir b,Eclipse Timing Variations,2012,4640,4.69,14.48228,8868.67,,0.48,171.701
IC 4651 9122 b,Radial Velocity,2018,734,2.038,6.3,4740.1,10.27,2.1,859.324
K2-10 b,Transit,2015,19.3044,0.137,0.08495,5620,0.98,0.92,272.36
K2-100 b,Transit,2016,1.6739035,0.0301,0.06859,5945,1.24,1.15,188.959
K2-101 b,Transit,2016,14.6762429,0.1124,0.0147,4927,0.76,0.82,188.33
K2-102 b,Transit,2016,9.915615,,0.00705,4695,0.71,0.77,188.175
K2-104 b,Transit,2016,1.9741954,0.0242,0.0121,3712,0.48,0.51,189.289
K2-105 b,Transit,2017,8.2669928,0.0833,0.09439,5636,0.97,1.05,197.989
K2-107 b,Transit,2017,3.313959,0.0475,0.84,6061,1.81,1.3,685.2
K2-108 b,Transit,2017,4.733999,0.0581,0.18689,5599,1.76,1.17,477.295
K2-11 b,Transit,2015,39.93767,0.2257,0.14,5433,5.15,1.35,329.309
K2-110 b,Transit,2017,13.86387,0.1027,0.05254,4950,0.71,0.75,116.474
K2-111 b,Transit,2017,5.3518,0.057,0.01664,5775,1.25,0.84,200.394
K2-111 c,Radial Velocity,2020,15.6785,0.1166,0.03555,5775,1.25,0.84,200.394
K2-113 b,Transit,2017,5.817685,0.0642,1.29,5660,1.24,1.04,635.722
K2-114 b,Transit,2017,11.3909344,0.0983,1.85,5039,0.87,0.89,475.758
K2-115 b,Transit,2017,20.272615,0.143,0.84,5657,0.88,0.95,413.591
K2-116 b,Transit,2017,4.655411,0.048,0.00081,4348.35,0.67,0.69,49.3855
K2-117 b,Transit,2017,1.2916,0.0189,0.015,3778,0.51,0.54,101.632
K2-117 c,Transit,2017,5.444017,0.0492,0.0154,3778,0.51,0.54,101.632
K2-118 b,Transit,2017,50.92092,0.245,0.022,4726.29,0.73,0.76,321.722
K2-119 b,Transit,2017,7.727283,0.0698,0.0218,4740,0.71,0.76,365.581
K2-12 b,Transit,2015,8.28212,0.0802,0.019,5800,1.01,1.01,326.381
K2-120 b,Transit,2017,9.562742,0.078,0.0148,4349.9,0.67,0.69,289.543874
K2-121 b,Transit,2017,5.1857539,0.0629,0.139,4690,0.67,0.69,169.398
K2-122 b,Transit,2017,2.2193023,0.0373,0.00521,4009,0.59,0.63,72.0444
K2-123 b,Transit,2017,30.951524,0.1649,0.0253,4035,0.59,0.62,161.555
K2-124 b,Transit,2017,6.413651,0.049,0.0275,3570,0.39,0.39,140.385
K2-125 b,Transit,2017,21.750264,0.121,0.017,3654.47,0.4,0.49,124.156
K2-126 b,Transit,2017,7.385655,0.0656,0.0143,4339,0.65,0.69,102.953
K2-127 b,Transit,2017,3.588163,0.0411,0.167,4575,0.66,0.72,709.999
K2-128 b,Transit,2017,5.675819,0.056,0.00819,4469.51,0.78,0.71,114.637
K2-129 b,Transit,2017,8.239493,0.057,0.00352,3459.09,0.36,0.36,27.7957
K2-13 b,Transit,2015,39.91488,0.2114,0.0133,5698,0.78,0.8,342.394
K2-130 b,Transit,2017,2.49412,0.032,0.0066,4356.47,0.74,0.7,118.011
K2-131 b,Transit,2017,0.36931,0.0095,0.01982,5245,0.75,0.84,152.509
K2-132 b,Transit,2017,9.1751,0.0916,0.49,4840,3.85,1.08,609.818
K2-133 b,Transit,2017,3.07133,0.03194,0.00742,3655,0.46,0.46,75.1703
K2-133 c,Transit,2017,4.86784,0.04341,0.0101,3655,0.46,0.46,75.1703
K2-133 d,Transit,2017,11.02454,0.07487,0.0147,3655,0.46,0.46,75.1703
K2-133 e,Transit,2019,26.5841,0.1346,0.0115,3655,0.46,0.46,75.1703
K2-136 b,Transit,2017,7.975292,,0.00295,4499,0.66,0.74,59.2474
K2-136 c,Transit,2017,17.307137,0.11728,0.0277,4499,0.66,0.74,59.2474
K2-136 d,Transit,2017,25.575065,,0.00849,4499,0.66,0.74,59.2474
K2-137 b,Transit,2017,0.179715,0.0058,0.5,3492,0.44,0.46,98.8765
K2-138 b,Transit,2017,2.35309,0.03385,0.00975,5356.3,0.86,0.94,202.585
K2-138 c,Transit,2017,3.56004,0.04461,0.01985,5356.3,0.86,0.94,202.585
K2-138 d,Transit,2017,5.40479,0.05893,0.02492,5356.3,0.86,0.94,202.585
K2-138 e,Transit,2017,8.26146,0.0782,0.04081,5356.3,0.86,0.94,202.585
K2-138 f,Transit,2017,12.75758,0.10447,0.00513,5356.3,0.86,0.94,202.585
K2-138 g,Transit,2021,41.96797,0.23109,0.01359,5356.3,0.86,0.94,202.585
K2-139 b,Transit,2017,28.380619,0.1796,0.387,5370,0.88,0.96,153.856
K2-14 b,Transit,2015,8.36802,0.0627,0.065,3789,0.45,0.47,364.048
K2-140 b,Transit,2017,6.569188,0.068,0.93,5585,1.06,0.96,347.917
K2-141 b,Transit,2018,0.2803244,0.00716,0.01598,4599,0.68,0.71,61.8736
K2-141 c,Transit,2018,7.7485,,0.02328,4599,0.68,0.71,61.8736
K2-146 b,Transit,2018,2.6446,0.0248,0.01816,3385,0.33,0.33,79.3002
K2-146 c,Transit,2019,4.00498,0.0327,0.02358,3385,0.33,0.33,79.3002
K2-147 b,Transit,2018,0.961917,0.0159,0.0078,3672,0.55,0.58,90.5494
K2-148 b,Transit,2018,4.38395,0.0454,0.00733,4079,0.63,0.65,124.458
K2-148 c,Transit,2018,6.9226,0.0616,0.0115,4079,0.63,0.65,124.458
K2-148 d,Transit,2018,9.7579,0.0774,0.0105,4079,0.63,0.65,124.458
K2-149 b,Transit,2018,11.332,0.083,0.0105,3745,0.57,0.59,123.676
K2-15 b,Transit,2015,11.8104,0.091,0.0211,5131,0.68,0.72,493.992
K2-150 b,Transit,2018,10.59357,0.0727,0.0147,3499,0.44,0.46,102.483
K2-151 b,Transit,2018,3.835476,0.0373,0.00889,3695,0.45,0.47,69.4798
K2-152 b,Transit,2018,32.6479,0.1716,0.0184,4044,0.61,0.63,108.449
K2-153 b,Transit,2018,7.51574,0.0614,0.0147,3845,0.53,0.55,143.125
K2-154 b,Transit,2018,3.67626,0.0405,0.0145,4097,0.63,0.65,129.356
K2-154 c,Transit,2018,7.95486,0.0677,0.0155,4097,0.63,0.65,129.356
K2-155 b,Transit,2018,6.342,0.0562,0.0123,4258,0.58,0.65,72.7998
K2-155 c,Transit,2018,13.85,0.0946,0.0229,4258,0.58,0.65,72.7998
K2-155 d,Transit,2018,40.718,0.1937,0.0134,4258,0.58,0.65,72.7998
K2-156 b,Transit,2018,0.81314,0.0149,0.00505,4597,0.66,0.66,150.21
K2-157 b,Transit,2018,0.365257,,0.00371,5456,0.88,0.94,298.373
K2-158 b,Transit,2018,10.06049,0.0887,0.0235,5503,0.95,0.92,197.299
K2-158 c,Transit,2018,5.90279,0.0622,0.00687,5503,0.95,0.92,197.299
K2-159 b,Transit,2018,12.42205,0.1013,0.018,5425,0.83,0.9,170.998
K2-16 b,Transit,2015,7.6188,0.0667,0.0149,4742,0.66,0.68,334.967
K2-16 c,Transit,2015,19.07863,0.1229,0.022,4742,0.66,0.68,334.967
K2-160 b,Transit,2018,3.705871,,0.0322,5649,0.91,0.98,315.363
K2-161 b,Transit,2018,9.283188,,0.0978,4972,2.57,0.99,916.319
K2-162 b,Transit,2018,9.45889,0.0795,0.00839,4842,0.69,0.75,124.433
K2-163 b,Transit,2018,6.673117,,0.0209,4937,0.76,0.83,208.529
K2-164 b,Transit,2018,17.355066,,0.0334,5791,2.2,1.18,375.67
K2-165 b,Transit,2018,2.354992,,0.00682,5185,0.8,0.83,134.591
K2-165 c,Transit,2018,4.382745,,0.00955,5185,0.8,0.83,134.591
K2-165 d,Transit,2018,14.101361,,0.0236,5185,0.8,0.83,134.591
K2-166 b,Transit,2018,8.52695,0.0858,0.0171,5960,1.61,1.16,476.882
K2-167 b,Transit,2018,9.977481,,0.0262,5908,1.83,1.02,80.8994
K2-168 b,Transit,2018,15.8523,,0.013,5502.7,0.83,0.88,243.935
K2-169 b,Transit,2018,6.380803,,0.00681,5548,0.92,0.99,235.867
K2-17 b,Transit,2015,17.96753,0.119,0.0176,4320,0.66,0.71,125.106
K2-170 b,Transit,2018,7.576544,,0.00817,5748,0.98,0.96,392.872
K2-170 c,Transit,2018,12.400047,,0.0123,5748,0.98,0.96,392.872
K2-171 b,Transit,2018,5.628466,,0.0242,5250,1.72,0.89,606.128
K2-172 b,Transit,2018,14.316941,,0.0107,5569,0.87,0.93,249.742
K2-172 c,Transit,2018,29.62682,,0.0326,5569,0.87,0.93,249.742
K2-173 b,Transit,2018,5.868699,,0.0101,5580,0.84,0.88,228.641
K2-174 b,Transit,2018,19.562307,0.126,0.0229,4455,0.68,0.7,99.9293
K2-175 b,Transit,2018,9.525988,,0.0151,5909,1.42,1.09,247.266
K2-176 b,Transit,2018,5.329439,,0.0089,5428,0.86,0.94,247.302
K2-177 b,Transit,2018,14.155185,,0.0161,6063,1.21,1.21,492.167
K2-178 b,Transit,2018,8.747818,,0.039,5525,0.89,0.95,214.753
K2-179 b,Transit,2018,5.172191,,0.0216,5015,0.77,0.82,190.81
K2-18 b,Transit,2015,32.939623,0.1429,0.02807,3457,0.41,0.36,38.0266
K2-18 c,Radial Velocity,2017,8.962,0.06,0.02363,3457,0.41,0.36,38.0266
K2-180 b,Transit,2018,8.8656511,0.0734,0.036,5306,0.72,0.72,203.896
K2-181 b,Transit,2018,6.894256,0.0706,0.0266,5608,1.07,0.99,360.911
K2-182 b,Transit,2018,4.7369729,0.0519,0.0244,5181,0.8,0.84,154.83
K2-183 b,Transit,2018,0.469269,,0.0229,5482,0.87,0.94,329.041
K2-183 c,Transit,2018,10.792635,0.0932,0.0271,5519,0.97,0.93,329.041
K2-183 d,Transit,2018,22.631964,0.1527,0.0269,5519,0.97,0.93,329.041
K2-184 b,Transit,2018,16.9780102,0.1685,0.00869,5245,0.75,0.84,75.5857
K2-185 b,Transit,2018,10.616384,,0.00505,5788,0.94,0.96,268.357
K2-185 c,Transit,2018,52.713494,,0.0198,5788,0.94,0.96,268.357
K2-186 b,Transit,2018,41.474219,,0.0321,5784,0.98,1.02,330.739
K2-187 b,Transit,2018,0.77392,0.0164,0.00705,5484,0.92,0.98,330.916
K2-187 c,Transit,2018,2.872042,0.0392,0.0123,5484,0.92,0.98,330.916
K2-187 d,Transit,2018,7.14921,0.072,0.032,5484,0.92,0.98,330.916
K2-187 e,Transit,2018,13.609878,0.1106,0.0197,5484,0.92,0.98,330.916
K2-188 b,Transit,2018,1.742169,0.0289,0.00752,5977,1.19,1.06,446.821
K2-188 c,Transit,2018,7.810253,0.0785,0.0264,5977,1.19,1.06,446.821
K2-189 b,Transit,2018,2.588309,0.0361,0.0092,5519,0.87,0.94,242.113
K2-189 c,Transit,2018,6.679195,0.068,0.0214,5519,0.87,0.94,242.113
K2-19 b,Transit,2015,7.9194,0.074,0.08967,5430,0.86,0.93,289.827
K2-19 c,Transit,2015,11.90715,0.0971,0.0236,5430,0.86,0.93,289.827
K2-19 d,Transit,2016,2.50856,0.0344,0.04405,5430,0.86,0.93,289.827
K2-190 b,Transit,2018,10.098858,,0.00758,5631,0.91,0.9,160.679
K2-190 c,Transit,2018,21.574023,,0.00421,5631,0.91,0.9,160.679
K2-191 b,Transit,2018,2.858646,,0.00981,5176,0.84,0.9,287.188
K2-192 b,Transit,2018,4.162817,0.049,0.0092,5222,0.81,0.9,221.753
K2-193 b,Transit,2018,14.786889,0.1184,0.0465,5817,0.98,1.01,411.923
K2-194 b,Transit,2018,39.721386,,0.0405,5979,1.28,1.11,629.51
K2-195 b,Transit,2018,15.852975,0.1208,0.0313,5713,0.99,0.94,315.014
K2-195 c,Transit,2018,28.482786,,0.0225,5712,0.91,0.96,315.014
K2-196 b,Transit,2018,48.324222,,0.0397,6045,1.54,1.16,584.877
K2-197 b,Transit,2018,8.357881,0.0806,0.0223,5667,0.93,1,247.637
K2-198 b,Transit,2018,17.0428683,,0.0514,5212.9,0.76,0.8,110.567
K2-198 c,Transit,2019,3.3596055,,0.00822,5212.9,0.76,0.8,110.567
K2-198 d,Transit,2019,7.4500177,,0.0205,5212.9,0.76,0.8,110.567
K2-199 b,Transit,2018,3.225338,0.0385,0.0131,4648,0.68,0.73,107.518
K2-199 c,Transit,2018,7.374694,0.0668,0.0256,4648,0.68,0.73,107.518
K2-200 b,Transit,2018,2.849883,,0.00766,5233,0.79,0.86,184.131
K2-201 b,Transit,2018,1.05979,,0.008,5507,0.88,0.96,197.932
K2-201 c,Transit,2018,22.779878,,0.034,5507,0.88,0.96,197.932
K2-202 b,Transit,2018,3.405164,,0.0186,5491,0.91,0.97,300.397
K2-203 b,Transit,2018,9.695101,,0.00772,5000,0.76,0.79,166.147
K2-204 b,Transit,2018,7.055784,,0.0299,5755,1.18,1.01,577.235
K2-205 b,Transit,2018,26.672263,,0.0146,5890,1.08,0.95,405.301
K2-206 b,Transit,2018,18.294549,,0.0259,5043,0.76,0.79,244.443
K2-207 b,Transit,2018,12.48749,,0.023,5522,0.93,0.94,363.064
K2-208 b,Transit,2018,4.190948,,0.0109,5582,0.86,0.93,256.887
K2-209 b,Transit,2018,2.080615,,0.00184,4720,0.71,0.74,76.4986
K2-21 b,Transit,2015,9.325038,0.076,0.0127,4222.06,0.65,0.68,83.6448
K2-21 c,Transit,2015,15.50192,0.107,0.0213,4222.06,0.65,0.68,83.6448
K2-210 b,Transit,2018,0.570233,,0.00149,5396,0.85,0.91,176.51
K2-211 b,Transit,2018,0.669558,,0.00775,5221,0.82,0.88,272.297
K2-212 b,Transit,2018,9.79551,0.0785,0.0217,4272,0.65,0.67,109.218
K2-213 b,Transit,2018,8.13087,,0.00913,5794,1.2,1.07,389.702
K2-214 b,Transit,2018,8.596802,0.0834,0.0204,5854,1.27,1.05,300.64
K2-215 b,Transit,2018,8.269648,,0.0162,5704,0.97,1,403.964
K2-216 b,Transit,2018,2.1748,0.028,0.02517,4503,0.72,0.7,115.461
K2-217 b,Transit,2018,14.074524,,0.0393,5967,1.33,1.1,381.878
K2-218 b,Transit,2018,8.679885,,0.0224,5757,1.01,1.05,394.083
K2-219 b,Transit,2018,3.901287,,0.0075,5753,1.19,1.02,325.4
K2-219 c,Transit,2018,6.66767,,0.00837,5753,1.19,1.02,325.4
K2-219 d,Transit,2018,11.137278,,0.0225,5753,1.19,1.02,325.4
K2-22 b,Transit,2015,0.381078,0.0088,1.4,3830,0.57,0.6,243.836
K2-220 b,Transit,2018,13.683256,0.1104,0.0198,5660,1.02,0.96,233.514
K2-221 b,Transit,2018,2.399094,,0.0109,5716,0.95,1.01,318.81
K2-222 b,Transit,2018,15.387063,0.1211,0.0198,6058,1.09,1,101.321
K2-223 b,Transit,2018,0.50565,0.0127,0.00201,5835,0.99,1.06,198.604
K2-223 c,Transit,2018,4.56327,0.0549,0.00972,5835,0.99,1.06,198.604
K2-224 b,Transit,2018,4.47904,0.0516,0.00961,5620,0.84,0.91,275.255
K2-224 c,Transit,2018,10.09489,0.0886,0.0201,5620,0.84,0.91,275.255
K2-225 b,Transit,2018,15.87209,0.134,0.0377,5742,1.7,1.27,357.778
K2-226 b,Transit,2018,3.27108,0.0413,0.0094,5424,0.91,0.88,211.265
K2-227 b,Transit,2018,13.621832,,0.0107,5673,0.89,0.95,187.234
K2-228 b,Transit,2018,2.69828,0.0338,0.00606,4715,0.65,0.71,129.46
K2-229 b,Transit,2018,0.58426,0.0131,0.00783,5315,0.79,0.87,102.564
K2-229 c,Transit,2018,8.32727,0.0769,0.06702,5315,0.79,0.87,102.564
K2-230 b,Transit,2018,2.86041,0.0409,0.0142,5945,1.39,1.11,540.773
K2-231 b,Transit,2018,13.841901,,0.0214,5695,0.95,1.01,321.215
K2-232 b,Transit,2018,11.168454,0.10356,0.398,6154,1.16,1.19,130.72
K2-233 b,Transit,2018,2.4675,0.03308,0.03543,5033,0.71,0.79,67.5062
K2-233 c,Transit,2018,7.06005,0.06666,0.0403,5033,0.71,0.79,67.5062
K2-233 d,Transit,2018,24.3645,0.15224,0.06651,5033,0.71,0.79,67.5062
K2-237 b,Transit,2018,2.1805577,0.0353,1.236,6099,1.38,1.23,314.995
K2-238 b,Transit,2018,3.20466,0.046,0.86,5630,1.59,1.19,537.963
K2-239 b,Transit,2018,5.24,0.0441,0.0043,3420,0.36,0.4,31.0849
K2-239 c,Transit,2018,7.775,0.0576,0.00306,3420,0.36,0.4,31.0849
K2-239 d,Transit,2018,10.115,0.0685,0.0043,3420,0.36,0.4,31.0849
K2-24 b,Transit,2016,20.88977,0.154,0.05978,5625,1.16,1.07,170.562
K2-24 c,Transit,2016,42.3391,0.247,0.04845,5625,1.16,1.07,170.562
K2-240 b,Transit,2018,6.034,0.0513,0.0147,3810,0.54,0.58,72.9105
K2-240 c,Transit,2018,20.523,0.1159,0.0123,3810,0.54,0.58,72.9105
K2-241 b,Transit,2018,26.8199,0.1567,0.0221,5262,0.75,0.71,149.464
K2-242 b,Transit,2018,6.51389,0.0494,0.022,3459,0.37,0.38,109.237
K2-243 b,Transit,2018,11.54182,0.1087,0.0168,6570,1.39,1.29,266.864
K2-243 c,Transit,2018,24.94598,0.1817,0.0148,6570,1.39,1.29,266.864
K2-244 b,Transit,2018,21.06884,0.1418,0.0117,5677,0.92,0.86,212.902
K2-245 b,Transit,2018,11.89307,0.0959,0.0546,5793,1.25,0.83,456.064
K2-246 b,Transit,2018,5.76918,0.0602,0.0377,5610,0.94,0.87,703.616
K2-247 b,Transit,2018,2.25021,0.0304,0.0162,4667,0.69,0.74,258.113
K2-247 c,Transit,2018,6.49424,0.0615,0.0171,4667,0.69,0.74,258.113
K2-248 b,Transit,2018,7.17256,0.0699,0.0224,5528,0.92,0.88,406.254
